lat, long, problem, incidencia, anio, mes, dia, ciclo, prec, tmax, tmin,tmed, velvmax,velv, dirvvmax, dirv, radg,humr, et, dpoint, tmidnight, condiciones,tipo
27.46354866,-109.97883610000001,Roya Lineal,0.03,2014,3,13,Ciclo 2013-2014,0.0,29.5,9.9,18.61,23.1,4.73,60.7,218.5,569.35,69.94,4.8,12.982689981177444,19.6,0,G
27.42824173,-109.9811096,Roya Lineal,0.1,2014,2,17,Ciclo 2013-2014,0.0,29.6,9.6,17.73,6.6,0.93,261.6,346.5,537.8,72.74,4.1,12.739188418479813,20.0,0,N
27.42824173,-109.9811096,Roya Lineal,0.1,2014,2,16,Ciclo 2013-2014,0.3,29.1,11.2,18.82,5.1,0.6,204.2,65.3,538.27,75.39,4.1,14.346399279505505,17.900000000000002,0,G
27.42824173,-109.9811096,Roya Lineal,0.1,2014,2,15,Ciclo 2013-2014,0.6,28.1,10.7,17.99,6.0,0.51,177.2,112.7,491.38,78.57,3.6,14.183031679895763,17.400000000000002,0,G
27.42824173,-109.9811096,Roya Lineal,0.1,2014,2,14,Ciclo 2013-2014,0.0,29.4,10.0,17.48,4.6,0.41,246.7,116.0,539.59,76.72,4.0,13.318068262316231,19.4,0,G
27.42824173,-109.9811096,Roya Lineal,0.1,2014,2,13,Ciclo 2013-2014,0.0,27.4,7.3,15.63,8.5,0.94,248.9,276.3,524.24,77.49,4.0,11.674657353488882,20.099999999999998,0,G
27.42778778,-109.9577179,Roya Lineal,0.02,2014,3,24,Ciclo 2013-2014,0.0,30.1,11.6,20.32,11.6,4.47,350.0,307.5,382.24,48.29,4.0,8.988059135800256,18.5,0,N
27.42778778,-109.9577179,Roya Lineal,0.02,2014,3,23,Ciclo 2013-2014,0.0,30.3,12.2,20.37,15.0,4.96,241.7,276.1,490.96,50.26,4.9,9.630397128298767,18.1,0,G
27.42778778,-109.9577179,Roya Lineal,0.02,2014,3,22,Ciclo 2013-2014,0.0,28.8,15.0,21.33,6.5,2.66,198.0,154.1,480.37,57.5,4.1,12.561459538621463,13.8,0,G
27.42778778,-109.9577179,Roya Lineal,0.02,2014,3,21,Ciclo 2013-2014,0.0,23.6,12.5,18.58,6.2,2.18,206.7,164.3,249.46,72.56,1.9,13.521045599216563,11.100000000000001,0,G
27.42778778,-109.9577179,Roya Lineal,0.02,2014,3,20,Ciclo 2013-2014,0.0,29.3,12.5,19.65,15.2,3.73,241.6,163.2,425.44,70.69,3.7,14.147241341120008,16.8,0,G
27.35835648,-109.9731369,Roya Lineal,0.03,2014,3,27,Ciclo 2013-2014,0.0,27.7,10.1,18.23,13.5,5.24,352.1,281.4,542.95,66.12,4.8,11.758539796192338,17.6,0,N
27.35835648,-109.9731369,Roya Lineal,0.03,2014,3,26,Ciclo 2013-2014,0.0,28.9,10.1,18.42,14.3,4.39,32.4,279.6,535.79,65.94,4.8,11.89832341465474,18.799999999999997,0,G
27.35835648,-109.9731369,Roya Lineal,0.03,2014,3,25,Ciclo 2013-2014,0.0,31.9,12.4,20.58,8.0,2.49,78.5,149.0,555.06,65.02,5.0,13.742304287518294,19.5,0,G
27.35835648,-109.9731369,Roya Lineal,0.03,2014,3,24,Ciclo 2013-2014,0.0,29.2,10.5,19.15,8.8,3.25,80.2,139.8,384.79,68.43,3.4,13.164726624946326,18.7,0,G
27.35835648,-109.9731369,Roya Lineal,0.03,2014,3,23,Ciclo 2013-2014,0.0,31.1,12.2,19.99,14.7,3.36,71.4,154.7,467.24,63.16,4.3,12.734034746249847,18.900000000000002,0,G
27.37332535,-109.88813020000002,Roya Lineal,0.01,2014,3,19,Ciclo 2013-2014,0.0,28.4,14.1,21.27,16.1,6.14,243.4,213.5,517.1,53.93,4.6,11.528461990632863,14.299999999999999,0,N
27.37332535,-109.88813020000002,Roya Lineal,0.01,2014,3,18,Ciclo 2013-2014,0.0,29.9,14.3,22.22,19.2,9.42,219.0,180.0,608.06,33.86,7.0,5.508437772869911,15.599999999999998,0,G
27.37332535,-109.88813020000002,Roya Lineal,0.01,2014,3,17,Ciclo 2013-2014,0.0,30.5,13.0,21.21,19.7,8.09,286.2,318.5,605.19,29.4,7.0,2.6098991865163015,17.5,0,G
27.37332535,-109.88813020000002,Roya Lineal,0.01,2014,3,16,Ciclo 2013-2014,0.0,31.3,11.3,21.83,29.3,13.76,15.7,26.2,580.97,30.38,8.2,3.6146992298035627,20.0,0,G
27.37332535,-109.88813020000002,Roya Lineal,0.01,2014,3,15,Ciclo 2013-2014,0.0,30.2,10.6,19.92,24.6,8.51,301.8,321.2,567.94,58.96,5.7,11.616883617428414,19.6,0,G
27.29929733,-110.21150209999999,Roya Lineal,0.05,2014,2,27,Ciclo 2013-2014,0.0,29.0,10.6,18.73,12.4,2.86,281.2,299.3,561.75,70.69,4.5,13.26237481198828,18.4,0,N
27.29929733,-110.21150209999999,Roya Lineal,0.05,2014,2,26,Ciclo 2013-2014,0.0,28.8,13.9,20.08,13.9,4.22,283.2,306.1,577.49,71.18,4.7,14.668414329926023,14.9,0,G
27.29929733,-110.21150209999999,Roya Lineal,0.05,2014,2,25,Ciclo 2013-2014,0.0,24.9,13.8,18.46,8.8,3.43,240.4,305.6,241.86,81.27,1.5,15.168637930808785,11.099999999999998,0,G
27.29929733,-110.21150209999999,Roya Lineal,0.05,2014,2,24,Ciclo 2013-2014,0.0,26.1,11.9,18.04,5.2,1.71,281.4,111.2,527.56,81.98,4.0,14.894247579409623,14.200000000000001,0,G
27.29929733,-110.21150209999999,Roya Lineal,0.05,2014,2,23,Ciclo 2013-2014,0.0,27.5,10.9,17.99,8.6,2.74,90.6,109.6,403.71,75.71,3.0,13.60785043535732,16.6,0,G
27.40916824,-110.25253300000001,Roya Lineal,0.02,2014,3,12,Ciclo 2013-2014,0.0,27.4,10.4,18.08,19.8,6.88,297.0,313.4,436.37,75.17,3.9,13.58428252646678,17.0,0,N
27.40916824,-110.25253300000001,Roya Lineal,0.02,2014,3,11,Ciclo 2013-2014,0.0,29.0,8.0,17.8,47.0,35.17,0.2,0.7,575.67,73.89,1.3,13.048193429998122,21.0,0,G
27.40916824,-110.25253300000001,Roya Lineal,0.02,2014,3,10,Ciclo 2013-2014,0.0,26.5,9.1,16.81,74.9,31.34,0.5,0.3,570.99,77.12,1.5,12.747686732172397,17.4,0,G
